FrameNumber,ActorName,ActorClass,MinX,MinY,MaxX,MaxY,Width,Height,WorldX,WorldY,WorldZ,WorldSizeX,WorldSizeY,WorldSizeZ,CameX,CamY,CamZ,CamPitch,CamYaw,CamRoll
130,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,StaticMesh_SM_TargetActor_Heater_002V,377,309,539,585,162,276,-553.371,-792.199,51.679,53.733,42.717,103.357,-505.325,-530.840,110.000,-5.869,-85.074,-0.004
130,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,StaticMesh_SM_TargetActor_Chair_002V,563,328,671,565,108,237,-492.369,-807.944,46.881,42.970,50.332,93.537,-505.325,-530.840,110.000,-5.869,-85.074,-0.004
130,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Workdesk_003V,StaticMesh_SM_Bedroom_Workdesk_003V,636,406,657,448,21,42,-479.907,-792.653,54.682,8.046,8.041,16.005,-505.325,-530.840,110.000,-5.869,-85.074,-0.004
130,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Workdesk_003V,StaticMesh_SM_Bedroom_Workdesk_003V,709,355,730,391,21,36,-442.302,-824.236,73.114,8.041,8.046,16.005,-505.325,-530.840,110.000,-5.869,-85.074,-0.004
130,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,StaticMesh_SM_Bedroom_Backpack_001V,788,425,899,566,111,141,-396.562,-789.982,25.441,34.459,31.469,50.900,-505.325,-530.840,110.000,-5.869,-85.074,-0.004
130,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,StaticMesh_SM_TargetActor_Basket_002V,696,386,795,547,99,161,-433.164,-815.115,32.525,36.316,36.289,65.049,-505.325,-530.840,110.000,-5.869,-85.074,-0.004
130,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,StaticMesh_SM_Bedroom_Couch_002V,0,325,434,603,434,278,-660.568,-810.946,47.477,158.131,80.798,94.953,-505.325,-530.840,110.000,-5.869,-85.074,-0.004
130,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,StaticMesh_SM_TargetActor_Heater_001V,564,364,771,522,207,158,-465.159,-842.300,36.951,100.152,18.070,73.777,-505.325,-530.840,110.000,-5.869,-85.074,-0.004
130,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,StaticMesh_SM_TargetActor_Fan_001V,758,285,876,533,118,248,-394.800,-830.827,56.963,40.384,40.904,113.934,-505.325,-530.840,110.000,-5.869,-85.074,-0.004
130,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_WallLamp_002V,StaticMesh_SM_TargetActor_WallLamp_002V,818,171,862,217,44,46,-380.234,-841.355,158.016,13.327,19.634,18.826,-505.325,-530.840,110.000,-5.869,-85.074,-0.004
131,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,StaticMesh_SM_TargetActor_Heater_002V,370,319,533,597,163,278,-553.371,-792.199,51.679,53.733,42.717,103.357,-504.655,-530.728,110.000,-5.009,-84.662,0.001
131,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,StaticMesh_SM_TargetActor_Chair_002V,556,338,665,576,109,238,-492.369,-807.944,46.881,42.970,50.332,93.537,-504.655,-530.728,110.000,-5.009,-84.662,0.001
131,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Workdesk_003V,StaticMesh_SM_Bedroom_Workdesk_003V,630,416,651,458,21,42,-479.907,-792.653,54.682,8.046,8.041,16.005,-504.655,-530.728,110.000,-5.009,-84.662,0.001
131,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Workdesk_003V,StaticMesh_SM_Bedroom_Workdesk_003V,703,364,724,401,21,37,-442.302,-824.236,73.114,8.041,8.046,16.005,-504.655,-530.728,110.000,-5.009,-84.662,0.001
131,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,StaticMesh_SM_Bedroom_Backpack_001V,782,435,893,576,111,141,-396.562,-789.982,25.441,34.459,31.469,50.900,-504.655,-530.728,110.000,-5.009,-84.662,0.001
131,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,StaticMesh_SM_TargetActor_Basket_002V,690,396,789,557,99,161,-433.164,-815.115,32.525,36.316,36.289,65.049,-504.655,-530.728,110.000,-5.009,-84.662,0.001
131,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,StaticMesh_SM_Bedroom_Couch_002V,0,334,427,617,427,283,-660.568,-810.946,47.477,158.131,80.798,94.953,-504.655,-530.728,110.000,-5.009,-84.662,0.001
131,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,StaticMesh_SM_TargetActor_Heater_001V,558,374,765,532,207,158,-465.159,-842.300,36.951,100.152,18.070,73.777,-504.655,-530.728,110.000,-5.009,-84.662,0.001
131,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,StaticMesh_SM_TargetActor_Fan_001V,753,295,869,543,116,248,-394.800,-830.827,56.963,40.384,40.904,113.934,-504.655,-530.728,110.000,-5.009,-84.662,0.001
131,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_WallLamp_002V,StaticMesh_SM_TargetActor_WallLamp_002V,811,182,854,227,43,45,-380.234,-841.355,158.016,13.327,19.634,18.826,-504.655,-530.728,110.000,-5.009,-84.662,0.001
132,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,StaticMesh_SM_TargetActor_Heater_002V,362,328,526,609,164,281,-553.371,-792.199,51.679,53.733,42.717,103.357,-503.961,-530.606,110.000,-4.152,-84.208,0.006
132,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,StaticMesh_SM_TargetActor_Chair_002V,549,347,658,587,109,240,-492.369,-807.944,46.881,42.970,50.332,93.537,-503.961,-530.606,110.000,-4.152,-84.208,0.006
132,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Workdesk_003V,StaticMesh_SM_Bedroom_Workdesk_003V,623,425,644,468,21,43,-479.907,-792.653,54.682,8.046,8.041,16.005,-503.961,-530.606,110.000,-4.152,-84.208,0.006
132,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Workdesk_003V,StaticMesh_SM_Bedroom_Workdesk_003V,697,374,718,410,21,36,-442.302,-824.236,73.114,8.041,8.046,16.005,-503.961,-530.606,110.000,-4.152,-84.208,0.006
132,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,StaticMesh_SM_Bedroom_Backpack_001V,776,444,886,586,110,142,-396.562,-789.982,25.441,34.459,31.469,50.900,-503.961,-530.606,110.000,-4.152,-84.208,0.006
132,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,StaticMesh_SM_TargetActor_Basket_002V,684,405,782,567,98,162,-433.164,-815.115,32.525,36.316,36.289,65.049,-503.961,-530.606,110.000,-4.152,-84.208,0.006
132,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,StaticMesh_SM_Bedroom_Couch_002V,0,344,419,631,419,287,-660.568,-810.946,47.477,158.131,80.798,94.953,-503.961,-530.606,110.000,-4.152,-84.208,0.006
132,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,StaticMesh_SM_TargetActor_Heater_001V,551,383,758,543,207,160,-465.159,-842.300,36.951,100.152,18.070,73.777,-503.961,-530.606,110.000,-4.152,-84.208,0.006
132,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,StaticMesh_SM_TargetActor_Fan_001V,747,304,861,553,114,249,-394.800,-830.827,56.963,40.384,40.904,113.934,-503.961,-530.606,110.000,-4.152,-84.208,0.006
132,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_WallLamp_002V,StaticMesh_SM_TargetActor_WallLamp_002V,804,193,846,238,42,45,-380.234,-841.355,158.016,13.327,19.634,18.826,-503.961,-530.606,110.000,-4.152,-84.208,0.006
133,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,StaticMesh_SM_TargetActor_Heater_002V,354,337,518,620,164,283,-553.371,-792.199,51.679,53.733,42.717,103.357,-503.288,-530.481,110.000,-3.359,-83.718,0.011
133,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,StaticMesh_SM_TargetActor_Chair_002V,542,356,651,598,109,242,-492.369,-807.944,46.881,42.970,50.332,93.537,-503.288,-530.481,110.000,-3.359,-83.718,0.011
133,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Workdesk_003V,StaticMesh_SM_Bedroom_Workdesk_003V,616,434,637,477,21,43,-479.907,-792.653,54.682,8.046,8.041,16.005,-503.288,-530.481,110.000,-3.359,-83.718,0.011
133,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Workdesk_003V,StaticMesh_SM_Bedroom_Workdesk_003V,690,383,711,419,21,36,-442.302,-824.236,73.114,8.041,8.046,16.005,-503.288,-530.481,110.000,-3.359,-83.718,0.011
133,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,StaticMesh_SM_Bedroom_Backpack_001V,770,453,878,595,108,142,-396.562,-789.982,25.441,34.459,31.469,50.900,-503.288,-530.481,110.000,-3.359,-83.718,0.011
133,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,StaticMesh_SM_TargetActor_Basket_002V,677,414,775,577,98,163,-433.164,-815.115,32.525,36.316,36.289,65.049,-503.288,-530.481,110.000,-3.359,-83.718,0.011
133,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,StaticMesh_SM_Bedroom_Couch_002V,0,353,411,644,411,291,-660.568,-810.946,47.477,158.131,80.798,94.953,-503.288,-530.481,110.000,-3.359,-83.718,0.011
133,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,StaticMesh_SM_TargetActor_Heater_001V,544,392,751,553,207,161,-465.159,-842.300,36.951,100.152,18.070,73.777,-503.288,-530.481,110.000,-3.359,-83.718,0.011
133,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,StaticMesh_SM_TargetActor_Fan_001V,740,313,853,562,113,249,-394.800,-830.827,56.963,40.384,40.904,113.934,-503.288,-530.481,110.000,-3.359,-83.718,0.011
133,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_WallLamp_002V,StaticMesh_SM_TargetActor_WallLamp_002V,796,202,838,247,42,45,-380.234,-841.355,158.016,13.327,19.634,18.826,-503.288,-530.481,110.000,-3.359,-83.718,0.011
134,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,StaticMesh_SM_TargetActor_Heater_002V,345,346,510,631,165,285,-553.371,-792.199,51.679,53.733,42.717,103.357,-502.611,-530.348,110.000,-2.600,-83.174,0.016
134,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,StaticMesh_SM_TargetActor_Chair_002V,534,365,643,608,109,243,-492.369,-807.944,46.881,42.970,50.332,93.537,-502.611,-530.348,110.000,-2.600,-83.174,0.016
134,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Workdesk_003V,StaticMesh_SM_Bedroom_Workdesk_003V,608,443,629,486,21,43,-479.907,-792.653,54.682,8.046,8.041,16.005,-502.611,-530.348,110.000,-2.600,-83.174,0.016
134,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Workdesk_003V,StaticMesh_SM_Bedroom_Workdesk_003V,683,391,703,428,20,37,-442.302,-824.236,73.114,8.041,8.046,16.005,-502.611,-530.348,110.000,-2.600,-83.174,0.016
134,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,StaticMesh_SM_Bedroom_Backpack_001V,763,461,870,604,107,143,-396.562,-789.982,25.441,34.459,31.469,50.900,-502.611,-530.348,110.000,-2.600,-83.174,0.016
134,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,StaticMesh_SM_TargetActor_Basket_002V,670,422,767,586,97,164,-433.164,-815.115,32.525,36.316,36.289,65.049,-502.611,-530.348,110.000,-2.600,-83.174,0.016
134,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,StaticMesh_SM_Bedroom_Couch_002V,0,362,402,658,402,296,-660.568,-810.946,47.477,158.131,80.798,94.953,-502.611,-530.348,110.000,-2.600,-83.174,0.016
134,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,StaticMesh_SM_TargetActor_Heater_001V,536,401,744,562,208,161,-465.159,-842.300,36.951,100.152,18.070,73.777,-502.611,-530.348,110.000,-2.600,-83.174,0.016
134,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,StaticMesh_SM_TargetActor_Fan_001V,733,322,845,571,112,249,-394.800,-830.827,56.963,40.384,40.904,113.934,-502.611,-530.348,110.000,-2.600,-83.174,0.016
134,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_WallLamp_002V,StaticMesh_SM_TargetActor_WallLamp_002V,788,212,829,256,41,44,-380.234,-841.355,158.016,13.327,19.634,18.826,-502.611,-530.348,110.000,-2.600,-83.174,0.016
135,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,StaticMesh_SM_TargetActor_Heater_002V,337,352,503,640,166,288,-553.371,-792.199,51.679,53.733,42.717,103.357,-502.059,-530.234,110.000,-2.007,-82.694,0.020
135,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,StaticMesh_SM_TargetActor_Chair_002V,527,371,637,616,110,245,-492.369,-807.944,46.881,42.970,50.332,93.537,-502.059,-530.234,110.000,-2.007,-82.694,0.020
135,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Workdesk_003V,StaticMesh_SM_Bedroom_Workdesk_003V,602,450,623,493,21,43,-479.907,-792.653,54.682,8.046,8.041,16.005,-502.059,-530.234,110.000,-2.007,-82.694,0.020
135,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Workdesk_003V,StaticMesh_SM_Bedroom_Workdesk_003V,676,398,696,434,20,36,-442.302,-824.236,73.114,8.041,8.046,16.005,-502.059,-530.234,110.000,-2.007,-82.694,0.020
135,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,StaticMesh_SM_Bedroom_Backpack_001V,756,467,863,611,107,144,-396.562,-789.982,25.441,34.459,31.469,50.900,-502.059,-530.234,110.000,-2.007,-82.694,0.020
135,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,StaticMesh_SM_TargetActor_Basket_002V,664,429,761,593,97,164,-433.164,-815.115,32.525,36.316,36.289,65.049,-502.059,-530.234,110.000,-2.007,-82.694,0.020
135,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,StaticMesh_SM_Bedroom_Couch_002V,0,368,394,670,394,302,-660.568,-810.946,47.477,158.131,80.798,94.953,-502.059,-530.234,110.000,-2.007,-82.694,0.020
135,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,StaticMesh_SM_TargetActor_Heater_001V,529,407,737,570,208,163,-465.159,-842.300,36.951,100.152,18.070,73.777,-502.059,-530.234,110.000,-2.007,-82.694,0.020
135,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,StaticMesh_SM_TargetActor_Fan_001V,727,328,837,578,110,250,-394.800,-830.827,56.963,40.384,40.904,113.934,-502.059,-530.234,110.000,-2.007,-82.694,0.020
135,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_WallLamp_002V,StaticMesh_SM_TargetActor_WallLamp_002V,781,219,822,263,41,44,-380.234,-841.355,158.016,13.327,19.634,18.826,-502.059,-530.234,110.000,-2.007,-82.694,0.020
136,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,StaticMesh_SM_TargetActor_Heater_002V,327,360,494,651,167,291,-553.371,-792.199,51.679,53.733,42.717,103.357,-501.405,-530.093,110.000,-1.332,-82.119,0.026
136,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,StaticMesh_SM_TargetActor_Chair_002V,519,379,629,625,110,246,-492.369,-807.944,46.881,42.970,50.332,93.537,-501.405,-530.093,110.000,-1.332,-82.119,0.026
136,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Workdesk_003V,StaticMesh_SM_Bedroom_Workdesk_003V,594,457,615,501,21,44,-479.907,-792.653,54.682,8.046,8.041,16.005,-501.405,-530.093,110.000,-1.332,-82.119,0.026
136,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Workdesk_003V,StaticMesh_SM_Bedroom_Workdesk_003V,668,405,689,442,21,37,-442.302,-824.236,73.114,8.041,8.046,16.005,-501.405,-530.093,110.000,-1.332,-82.119,0.026
136,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,StaticMesh_SM_Bedroom_Backpack_001V,749,475,855,619,106,144,-396.562,-789.982,25.441,34.459,31.469,50.900,-501.405,-530.093,110.000,-1.332,-82.119,0.026
136,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,StaticMesh_SM_TargetActor_Basket_002V,656,436,753,602,97,166,-433.164,-815.115,32.525,36.316,36.289,65.049,-501.405,-530.093,110.000,-1.332,-82.119,0.026
136,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,StaticMesh_SM_Bedroom_Couch_002V,0,376,385,684,385,308,-660.568,-810.946,47.477,158.131,80.798,94.953,-501.405,-530.093,110.000,-1.332,-82.119,0.026
136,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,StaticMesh_SM_TargetActor_Heater_001V,521,415,729,579,208,164,-465.159,-842.300,36.951,100.152,18.070,73.777,-501.405,-530.093,110.000,-1.332,-82.119,0.026
136,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,StaticMesh_SM_TargetActor_Fan_001V,720,336,829,586,109,250,-394.800,-830.827,56.963,40.384,40.904,113.934,-501.405,-530.093,110.000,-1.332,-82.119,0.026
136,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_WallLamp_002V,StaticMesh_SM_TargetActor_WallLamp_002V,773,227,813,271,40,44,-380.234,-841.355,158.016,13.327,19.634,18.826,-501.405,-530.093,110.000,-1.332,-82.119,0.026
137,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,StaticMesh_SM_TargetActor_Heater_002V,316,368,484,662,168,294,-553.371,-792.199,51.679,53.733,42.717,103.357,-500.695,-529.933,110.000,-0.630,-81.443,0.032
137,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,StaticMesh_SM_TargetActor_Chair_002V,509,387,619,635,110,248,-492.369,-807.944,46.881,42.970,50.332,93.537,-500.695,-529.933,110.000,-0.630,-81.443,0.032
137,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Workdesk_003V,StaticMesh_SM_Bedroom_Workdesk_003V,584,466,605,509,21,43,-479.907,-792.653,54.682,8.046,8.041,16.005,-500.695,-529.933,110.000,-0.630,-81.443,0.032
137,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Workdesk_003V,StaticMesh_SM_Bedroom_Workdesk_003V,659,413,680,450,21,37,-442.302,-824.236,73.114,8.041,8.046,16.005,-500.695,-529.933,110.000,-0.630,-81.443,0.032
137,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,StaticMesh_SM_Bedroom_Backpack_001V,740,482,845,628,105,146,-396.562,-789.982,25.441,34.459,31.469,50.900,-500.695,-529.933,110.000,-0.630,-81.443,0.032
137,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,StaticMesh_SM_TargetActor_Basket_002V,647,444,743,611,96,167,-433.164,-815.115,32.525,36.316,36.289,65.049,-500.695,-529.933,110.000,-0.630,-81.443,0.032
137,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,StaticMesh_SM_Bedroom_Couch_002V,0,384,373,699,373,315,-660.568,-810.946,47.477,158.131,80.798,94.953,-500.695,-529.933,110.000,-0.630,-81.443,0.032
137,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,StaticMesh_SM_TargetActor_Heater_001V,512,422,720,588,208,166,-465.159,-842.300,36.951,100.152,18.070,73.777,-500.695,-529.933,110.000,-0.630,-81.443,0.032
137,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,StaticMesh_SM_TargetActor_Fan_001V,711,344,819,594,108,250,-394.800,-830.827,56.963,40.384,40.904,113.934,-500.695,-529.933,110.000,-0.630,-81.443,0.032
137,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_WallLamp_002V,StaticMesh_SM_TargetActor_WallLamp_002V,763,236,803,279,40,43,-380.234,-841.355,158.016,13.327,19.634,18.826,-500.695,-529.933,110.000,-0.630,-81.443,0.032
138,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,StaticMesh_SM_TargetActor_Heater_002V,304,375,473,673,169,298,-553.371,-792.199,51.679,53.733,42.717,103.357,-500.038,-529.778,110.000,0.008,-80.768,0.038
138,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,StaticMesh_SM_TargetActor_Chair_002V,499,394,610,644,111,250,-492.369,-807.944,46.881,42.970,50.332,93.537,-500.038,-529.778,110.000,0.008,-80.768,0.038
138,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Workdesk_003V,StaticMesh_SM_Bedroom_Workdesk_003V,575,473,596,517,21,44,-479.907,-792.653,54.682,8.046,8.041,16.005,-500.038,-529.778,110.000,0.008,-80.768,0.038
138,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Workdesk_003V,StaticMesh_SM_Bedroom_Workdesk_003V,650,420,671,457,21,37,-442.302,-824.236,73.114,8.041,8.046,16.005,-500.038,-529.778,110.000,0.008,-80.768,0.038
138,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,StaticMesh_SM_Bedroom_Backpack_001V,731,489,836,635,105,146,-396.562,-789.982,25.441,34.459,31.469,50.900,-500.038,-529.778,110.000,0.008,-80.768,0.038
138,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,StaticMesh_SM_TargetActor_Basket_002V,638,451,734,619,96,168,-433.164,-815.115,32.525,36.316,36.289,65.049,-500.038,-529.778,110.000,0.008,-80.768,0.038
138,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,StaticMesh_SM_Bedroom_Couch_002V,0,391,362,714,362,323,-660.568,-810.946,47.477,158.131,80.798,94.953,-500.038,-529.778,110.000,0.008,-80.768,0.038
138,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,StaticMesh_SM_TargetActor_Heater_001V,502,429,712,597,210,168,-465.159,-842.300,36.951,100.152,18.070,73.777,-500.038,-529.778,110.000,0.008,-80.768,0.038
138,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,StaticMesh_SM_TargetActor_Fan_001V,702,351,809,602,107,251,-394.800,-830.827,56.963,40.384,40.904,113.934,-500.038,-529.778,110.000,0.008,-80.768,0.038
138,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_WallLamp_002V,StaticMesh_SM_TargetActor_WallLamp_002V,754,243,793,286,39,43,-380.234,-841.355,158.016,13.327,19.634,18.826,-500.038,-529.778,110.000,0.008,-80.768,0.038
139,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,StaticMesh_SM_TargetActor_Heater_002V,290,383,463,684,173,301,-553.371,-792.199,51.679,53.733,42.717,103.357,-499.361,-529.610,110.000,0.667,-80.021,0.044
139,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,StaticMesh_SM_TargetActor_Chair_002V,488,401,600,654,112,253,-492.369,-807.944,46.881,42.970,50.332,93.537,-499.361,-529.610,110.000,0.667,-80.021,0.044
139,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Workdesk_003V,StaticMesh_SM_Bedroom_Workdesk_003V,565,481,586,525,21,44,-479.907,-792.653,54.682,8.046,8.041,16.005,-499.361,-529.610,110.000,0.667,-80.021,0.044
139,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Workdesk_003V,StaticMesh_SM_Bedroom_Workdesk_003V,641,428,661,464,20,36,-442.302,-824.236,73.114,8.041,8.046,16.005,-499.361,-529.610,110.000,0.667,-80.021,0.044
139,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,StaticMesh_SM_Bedroom_Backpack_001V,721,496,826,644,105,148,-396.562,-789.982,25.441,34.459,31.469,50.900,-499.361,-529.610,110.000,0.667,-80.021,0.044
139,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,StaticMesh_SM_TargetActor_Basket_002V,629,459,725,627,96,168,-433.164,-815.115,32.525,36.316,36.289,65.049,-499.361,-529.610,110.000,0.667,-80.021,0.044
139,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,StaticMesh_SM_Bedroom_Couch_002V,0,399,350,719,350,320,-660.568,-810.946,47.477,158.131,80.798,94.953,-499.361,-529.610,110.000,0.667,-80.021,0.044
139,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,StaticMesh_SM_TargetActor_Heater_001V,492,437,702,606,210,169,-465.159,-842.300,36.951,100.152,18.070,73.777,-499.361,-529.610,110.000,0.667,-80.021,0.044
